,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,HDZ,SDP,BM
4150,"ZAGREB-CENTAR, ZAPAD",74,STARO TRNJE,DJEČJI VRTIĆ SAVICA,"ULICA VLADIMIRA RUŽDJAKA 22, ZAGREB-CENTAR, ZAPAD",1642,859,58,202,209,"74 STARO TRNJE, ZAGREBCENTAR ZAPAD"
4151,"ZAGREB-CENTAR, ZAPAD",75,STARO TRNJE,PROSTORIJE MJESNOG ODBORASTARO TRNJE,"TRNJANSKA CESTA 128, ZAGREB-CENTAR, ZAPAD",1531,786,67,222,149,"75 STARO TRNJE, ZAGREBCENTAR ZAPAD"
4152,VELIKA GORICA,57,STARO ČIČE,DRUŠTVENI DOM,"STARO ČIČE, J. HABDELIĆA 21, VELIKA GORICA",628,282,23,101,66,"57 STARO ČIČE, VELIKA GORICA"
4153,ŠTEFANJE,5,STARO ŠTEFANJE,DRUŠTVENI DOM STARO ŠTEFANJE MERGED HETERO,"STARO ŠTEFANJE 90, ŠTEFANJE",149,87,1,51,19,STARO ŠTEFANJE MERGED HETERO
4154,PITOMAČA,4,STAROGRADAČKI MAROF,PODRUČNA ŠKOLA MERGED HETERO,"STAROGRADAČKI MAROF 6 A, PITOMAČA",165,108,1,57,30,STAROGRADAČKI MAROF MERGED HETERO
4155,KAPELA,10,STARČEVLJANI,VATROGASNI DOM,"STARČEVLJANI 55, KAPELA",131,51,3,21,13,"10 STARČEVLJANI, KAPELA"
4156,SUNJA,15,STAZA,DRUŠTVENI DOM,"STAZA 86/C, SUNJA",171,103,5,63,14,"15 STAZA, SUNJA"
4157,PLOČE,14,STAŠEVICA,DOM KULTUREZGRADA STARE ŠKOLE U STAŠEVICI,"STAŠEVICA, PLOČE",460,255,10,109,95,"14 STAŠEVICA, PLOČE"
4158,PLOČE,15,STAŠEVICASPILICE,DOM KULTURE U STAŠEVICI SPILICE,"STAŠEVICA-SPILICE, PLOČE",312,179,6,89,62,"15 STAŠEVICASPILICE, PLOČE"
4159,IVANEC,27,STAŽNJEVEC,STARA ŠKOLA,"STAŽNJEVEC, IVANEC",280,142,3,24,27,"27 STAŽNJEVEC, IVANEC"
4160,VRGORAC,24,STILJA,OSNOVNA ŠKOLA,"STILJA, VRGORAC",267,136,4,92,14,"24 STILJA, VRGORAC"
4161,PODGORAČ,5,STIPANOVCI,VATROGASNI DOM,"STIPANOVCI, PODGORAČ",324,166,2,60,13,"5 STIPANOVCI, PODGORAČ"
4162,PREGRADA,10,STIPERNICA,PODRUČNA ŠKOLA STIPERNICA MERGED HETERO,"STIPERNICA 11/2, PREGRADA",225,85,3,44,24,STIPERNICA MERGED HETERO
4163,"ZAGREB-CENTAR, ZAPADZAGREB-CENTAR, ZAPAD",97,STJEPAN RADIĆ,OŠ PANTOVČAK,"HERCEGOVAČKA ULICA 108, ZAGREB-CENTAR, ZAPADHERCEGOVAČKA ULICA 108, ZAGREB-CENTAR, ZAPAD",2522,1345,106,419,244,"48 STJEPAN RADIĆ, ZAGREBCENTAR ZAPAD49 STJEPAN RADIĆ, ZAGREBCENTAR ZAPAD"
4164,"ZAGREB-CENTAR, ZAPAD",50,STJEPAN RADIĆ,KAZALIŠTE HISTRION  PREDVORJE MERGED HETERO,"ILICA 90, ZAGREB-CENTAR, ZAPAD",1326,662,37,157,151,STJEPAN RADIĆ MERGED HETERO
4165,SPLIT,159,STOBREČ,OŠSTOBREČ,"IVANKOVA 13, SPLIT",1419,678,125,325,38,"159 STOBREČ, SPLIT"
4166,SPLIT,160,STOBREČ,OŠSTOBREČ,"IVANKOVA 13, SPLIT",1171,588,80,230,101,"160 STOBREČ, SPLIT"
4167,SAMOBOR,68,STOJDRAGA,PROSTORIJE MJESNOG ODBORA STOJDRAGA,"STOJDRAGA 27, SAMOBOR",61,32,0,6,12,"68 STOJDRAGA, SAMOBOR"
4168,SAMOBOR,66,STOJDRAGA,ŠKOLA U NOVOM SELU ŽUMBERAČKOM,"NOVO SELO ŽUMBERAČKO, SAMOBOR",23,13,0,5,4,"66 STOJDRAGA, SAMOBOR"
4169,SAMOBOR,67,STOJDRAGA,KUĆA LJERKE ŽIVODER POKLEK MERGED HETERO,"POKLEK 24, SAMOBOR",43,18,0,10,1,STOJDRAGA MERGED HETERO
4170,ŠOLTA,8,STOMORSKA,PROSTORIJE MJESNOG ODBORA,"STOMORSKA, ŠOLTA",393,225,16,56,89,"8 STOMORSKA, ŠOLTA"
4171,STON,6,STON,DOM KULTURE,"STON  BB, STON",608,306,30,132,64,"6 STON, STON"
4172,RADOBOJ,7,STRAHINJE RADOBOJSKO,KUĆA DRAGICE FRUK,"STRAHINJE RADOBOJSKO 18, RADOBOJ",48,35,1,14,4,"7 STRAHINJE RADOBOJSKO, RADOBOJ"
4173,STRAHONINEC,1,STRAHONINEC,VIJEĆNICA CENTRA ZA KULTURNE DRUŠTVENE I JAVNE POTREBE,"DRAVSKA 1, STRAHONINEC",815,311,10,40,156,"1 STRAHONINEC, STRAHONINEC"
4174,STRAHONINEC,2,STRAHONINEC,VELIKA DVORANA  ULAZ 1 CENTRA ZA KULTURNE DRUŠTVENE I JAVNE POTREBE,"DRAVSKA 1, STRAHONINEC",852,436,12,71,250,"2 STRAHONINEC, STRAHONINEC"
4175,STRAHONINEC,3,STRAHONINEC,VELIKA DVORANA  ULAZ 2 CENTRA ZA KULTURNE DRUŠTVENE I JAVNE POTREBE,"DRAVSKA 1, STRAHONINEC",667,353,6,50,183,"3 STRAHONINEC, STRAHONINEC"
4176,KONAVLE,21,STRAVČA,OSNOVNA ŠKOLA STRAVČA,"STRAVČA BB, KONAVLE",45,36,3,31,0,"21 STRAVČA, KONAVLE"
4177,KONČANICA,6,STRAŽANAC,DOM  KULTURE,"STRAŽANAC 66, KONČANICA",107,40,0,25,5,"6 STRAŽANAC, KONČANICA"
4178,MARTINSKA VES,3,STRELEČKO,PRIVATNA KUĆA IVICE MARČELJA,"STRELEČKO 48, MARTINSKA VES",166,86,4,42,16,"3 STRELEČKO, MARTINSKA VES"
4179,MARTINSKA VES,4,STRELEČKO NASELJE,PRIVATNA KUĆA IVICE JEZDEC MERGED HETERO,"MARJANA CELJAKA P/N 47, MARTINSKA VES",230,82,6,42,10,STRELEČKO NASELJE MERGED HETERO
4180,POKUPSKO,2,STREZOJEVO,DRVENI DOM KULTURE STREZOJEVO,"STREZOJEVO 30, POKUPSKO",107,40,5,27,0,"2 STREZOJEVO, POKUPSKO"
4181,STRIZIVOJNA,1,STRIZIVOJNA,PROSTORIJE ŠUMARIJE,"BRAĆE RADIĆA 99, STRIZIVOJNA",760,288,7,159,43,"1 STRIZIVOJNA, STRIZIVOJNA"
4182,STRIZIVOJNA,2,STRIZIVOJNA,OPĆINA STRIZIVOJNA,"BRAĆE RADIĆA 172, STRIZIVOJNA",846,348,22,209,13,"2 STRIZIVOJNA, STRIZIVOJNA"
4183,STRIZIVOJNA,3,STRIZIVOJNA,ŠAHOVSKI KLUB AMATER,"BRAĆE RADIĆA 541, STRIZIVOJNA",453,152,3,73,16,"3 STRIZIVOJNA, STRIZIVOJNA"
4184,SVETA NEDELJASVETA NEDELJASVETA NEDELJA,48,STRMEC,PODRUČNA ŠKOLA STRMEC,"STRMEC, ŠKOLSKA 13, SVETA NEDELJASTRMEC, ŠKOLSKA 13, SVETA NEDELJASTRMEC,ŠKOLSKA 13, SVETA NEDELJA",3525,1690,86,486,294,"15 STRMEC, SVETA NEDELJA16 STRMEC, SVETA NEDELJA17 STRMEC, SVETA NEDELJA"
4185,VELIKO TRGOVIŠĆE,9,STRMEC,VATROGASNI DOM MERGED HETERO,"STRMEC, VELIKO TRGOVIŠĆE",137,50,1,23,12,STRMEC MERGED HETERO
4186,VELIKA GORICA,58,STRMEC BUKEVSKI,KULTURNOPROSVJETNI DOM,"STRMEC BUKEVSKI 70, VELIKA GORICA",376,159,15,93,16,"58 STRMEC BUKEVSKI, VELIKA GORICA"
4187,PETRIJANEC,7,STRMEC PODRAVSKI,PROSTORIJE PODRUČNE ŠKOLE STRMEC PODRAVSKI MERGED HETERO,"BRAĆE RADIĆA 90, PETRIJANEC",537,272,4,86,74,STRMEC PODRAVSKI MERGED HETERO
4188,NOVI MAROF,7,STRMEC REMETINEČKI,DRUŠTVENI DOM STRMEC REMETINEČKI,"STRMEC REMETINEČKI 76, NOVI MAROF",417,253,4,169,28,"7 STRMEC REMETINEČKI, NOVI MAROF"
4189,STUBIČKE TOPLICE,3,STRMEC STUBIČKI,MJESNI DOM STRMEC STUBIČKI MERGED HETERO,"STRMEC STUBIČKI 161, STUBIČKE TOPLICE",601,279,9,53,107,STRMEC STUBIČKI MERGED HETERO
4190,KRALJEVEC NA SUTLI,1,STRMEC SUTLANSKI,MUZIČKI DOM U STRMCU SUTLANSKOM,"STRMEC SUTLANSKI 29C, KRALJEVEC NA SUTLI",213,109,9,37,30,"1 STRMEC SUTLANSKI, KRALJEVEC NA SUTLI"
4191,VRBANJA,6,STROŠINCI,OŠ JOSIP KOZARAC PODRUČNA ŠKOLA STROŠINCI,"V.NAZORA 44, VRBANJA",397,183,1,110,10,"6 STROŠINCI, VRBANJA"
4192,PODSTRANAPODSTRANAPODSTRANAPODSTRANAPODSTRANAPODSTRANA,21,STROŽANAC,OSNOVNA ŠKOLA STROŽANAC,"BLATO 1, PODSTRANABLATO 1, PODSTRANABLATO 1, PODSTRANABLATO 1, PODSTRANABLATO 1, PODSTRANABLATO 1, PODSTRANA",4618,2027,340,863,170,"1 STROŽANAC, PODSTRANA2 STROŽANAC, PODSTRANA3 STROŽANAC, PODSTRANA4 STROŽANAC, PODSTRANA5 STROŽANAC, PODSTRANA6 STROŽANAC, PODSTRANA"
